0,A',0.0 0.007602404950408793 0.007602404950408783 0.007602404950408771 0.007602404950408775 0.00760240495040878 0.007602404950408775 0.007602404950408806 0.007602404950408777 0.0076024049504087995 0.00760240495040878 0.007602404950408777 0.007602404950408771 0.007602404950408784 0.007602404950408786 0.007602404950408789 0.0076024049504087796 0.007602404950408777 0.0076024049504087665 0.0076024049504087865 0.007602404950408764 0.007602404950408821 0.007602404950408785 0.007602404950408789 0.007602404950408778 0.007602404950408759 0.0076024049504087735 0.007602404950408792 0.00760240495040878 0.0076024049504087665 0.007602404950408777 0.007602404950408775 0.007602404950408774 0.007602404950408796 0.007602404950408786 0.007602404950408773 0.007602404950408787 0.0076024049504088 0.007602404950408777 0.007602404950408784 0.007602404950408778 0.007602404950408763 0.007602404950408751 0.007602404950408738 0.0076024049504087605 0.007602404950408766 0.007602404950408774 0.007602404950408774 0.007602404950408774 0.0076024049504087605 0.007602404950408765 0.007602404950408733 0.007602404950408778 0.0076024049504087995 0.007602404950408773 0.007602404950408764 0.007602404950408764 0.007602404950408783 0.0076024049504087735 0.007602404950408766 0.007602404950408762 0.007602404950408778 0.007602404950408786 0.007602404950408756 0.007602404950408751 0.007602404950408776 0.007602404950408762 0.007602404950408768 0.0076024049504087475 0.007602404950408751 0.007602404950408774 0.007602404950408748 0.007602404950408766 0.007602404950408769 0.007602404950408742 0.007602404950408754 0.007602404950408757 0.0076024049504087665 0.0076024049504087665 0.007602404950408765 0.007602404950408774 0.007602404950408773 0.007602404950408776 0.007602404950408761 0.007602404950408762 0.007602404950408775 0.00760240495040876 0.00760240495040876 0.007602404950408766 0.007602404950408786 0.007602404950408775 0.0076024049504087735 0.007602404950408771 0.0076024049504087605 0.007602404950408749 0.007602404950408768 0.007602404950408784 0.007602404950408747 0.007602404950408908 0.007602404950408394 0.0076024049504114476 0.0076024049504025 0.007602404950458114 0.0076024049502967025 0.007602404951324732 0.007602404948403203 0.007602404967460799 0.0076024049144233575 0.0076024052688586355 0.0076024043030747165 0.007602410917599767 0.007602393295675359 0.007602519079457038 0.007602204826792352 0.007604170698058586 0.007743342851608281 0.0146473367897147 0.04137723391996431 0.046716032813853094 0.06378046709802689 
1,A',0.25 0.07512932705929105 0.07512932705929122 0.07512932705929115 0.07512932705929104 0.07512932705929112 0.07512932705929104 0.07512932705929133 0.07512932705929108 0.07512932705929093 0.07512932705929104 0.07512932705929122 0.07512932705929112 0.07512932705929103 0.07512932705929123 0.07512932705929118 0.07512932705929118 0.07512932705929128 0.0751293270592911 0.0751293270592912 0.07512932705929104 0.075129327059291 0.0751293270592911 0.07512932705929096 0.07512932705929116 0.07512932705929093 0.07512932705929132 0.0751293270592912 0.07512932705929123 0.07512932705929103 0.07512932705929098 0.07512932705929111 0.07512932705929104 0.07512932705929086 0.07512932705929118 0.07512932705929115 0.07512932705929111 0.07512932705929129 0.07512932705929082 0.07512932705929087 0.07512932705929118 0.0751293270592911 0.07512932705929123 0.07512932705929107 0.07512932705929105 0.07512932705929116 0.07512932705929112 0.07512932705929094 0.07512932705929116 0.07512932705929116 0.0751293270592912 0.07512932705929115 0.07512932705929082 0.0751293270592909 0.07512932705929161 0.0751293270592914 0.07512932705929119 0.07512932705929128 0.07512932705929101 0.0751293270592912 0.07512932705929111 0.07512932705929125 0.07512932705929114 0.07512932705929112 0.07512932705929108 0.07512932705929118 0.07512932705929115 0.07512932705929103 0.07512932705929128 0.07512932705929115 0.07512932705929079 0.07512932705929098 0.07512932705929135 0.07512932705929087 0.07512932705929112 0.07512932705929144 0.07512932705929125 0.07512932705929114 0.07512932705929104 0.07512932705929098 0.07512932705929129 0.0751293270592911 0.07512932705929107 0.07512932705929123 0.07512932705929116 0.07512932705929111 0.07512932705929093 0.07512932705929129 0.07512932705929125 0.07512932705929114 0.07512932705929115 0.0751293270592912 0.0751293270592912 0.07512932705929153 0.07512932705929128 0.07512932705929111 0.07512932705929112 0.07512932705929118 0.0751293270592918 0.0751293270592892 0.07512932705930644 0.07512932705925518 0.07512932705957362 0.07512932705864885 0.07512932706453296 0.07512932704779783 0.07512932715686714 0.07512932685306528 0.07512932888139685 0.07512932334969159 0.07512936120538713 0.07512926030324525 0.07512998146952043 0.07512818819942976 0.07513999707174066 0.07604754747918813 0.1130859840875394 0.16814601960104167 0.17899145676782818 0.13509303542771597 
1,A'',0.25 0.07512932705929588 0.07512932705929605 0.07512932705929597 0.07512932705929602 0.07512932705929591 0.0751293270592959 0.07512932705929608 0.075129327059296 0.0751293270592958 0.07512932705929587 0.07512932705929613 0.07512932705929593 0.07512932705929605 0.07512932705929604 0.07512932705929609 0.07512932705929604 0.07512932705929612 0.07512932705929591 0.07512932705929606 0.07512932705929591 0.07512932705929587 0.07512932705929601 0.07512932705929587 0.07512932705929602 0.07512932705929577 0.0751293270592962 0.07512932705929606 0.07512932705929609 0.0751293270592959 0.07512932705929588 0.07512932705929601 0.07512932705929597 0.07512932705929577 0.07512932705929613 0.07512932705929613 0.07512932705929604 0.07512932705929619 0.0751293270592958 0.07512932705929586 0.07512932705929616 0.0751293270592961 0.07512932705929624 0.07512932705929602 0.07512932705929595 0.07512932705929609 0.07512932705929605 0.07512932705929588 0.07512932705929604 0.07512932705929609 0.0751293270592961 0.07512932705929617 0.07512932705929576 0.07512932705929584 0.07512932705929645 0.07512932705929642 0.07512932705929616 0.07512932705929629 0.07512932705929601 0.07512932705929616 0.07512932705929606 0.07512932705929624 0.07512932705929613 0.07512932705929615 0.07512932705929608 0.07512932705929624 0.07512932705929617 0.07512932705929609 0.07512932705929626 0.07512932705929619 0.0751293270592958 0.07512932705929602 0.07512932705929637 0.07512932705929593 0.07512932705929613 0.07512932705929644 0.07512932705929627 0.07512932705929613 0.075129327059296 0.07512932705929597 0.07512932705929641 0.07512932705929616 0.07512932705929606 0.07512932705929627 0.07512932705929623 0.07512932705929613 0.075129327059296 0.07512932705929641 0.07512932705929627 0.07512932705929615 0.07512932705929601 0.07512932705929617 0.07512932705929622 0.07512932705929645 0.07512932705929624 0.07512932705929606 0.0751293270592961 0.07512932705929604 0.0751293270592968 0.07512932705929401 0.07512932705931144 0.07512932705926008 0.07512932705957859 0.07512932705865383 0.07512932706453779 0.07512932704780279 0.07512932715687212 0.07512932685307006 0.07512932888140163 0.0751293233496965 0.07512936120539195 0.0751292603032501 0.07512998146952538 0.07512818819943447 0.07513999707174553 0.07604754747919029 0.11308598408753318 0.16814601960104297 0.1789914567678287 0.13509303542771645 
2,A'',0.5 0.20558367797659052 0.20558367797659013 0.20558367797659016 0.20558367797659075 0.2055836779765902 0.20558367797658977 0.20558367797658983 0.20558367797659047 0.2055836779765903 0.20558367797659038 0.20558367797659027 0.20558367797658994 0.20558367797659022 0.20558367797659016 0.20558367797658977 0.20558367797659052 0.2055836779765897 0.20558367797658986 0.20558367797659072 0.20558367797659002 0.2055836779765901 0.20558367797658986 0.20558367797659022 0.20558367797659052 0.20558367797659013 0.20558367797659027 0.2055836779765901 0.20558367797658997 0.2055836779765902 0.20558367797658997 0.20558367797659055 0.20558367797659 0.20558367797659016 0.20558367797659 0.20558367797659016 0.20558367797659027 0.20558367797659016 0.20558367797659038 0.20558367797659002 0.20558367797658997 0.20558367797659 0.20558367797658997 0.20558367797659063 0.20558367797659075 0.20558367797658994 0.20558367797659013 0.2055836779765901 0.20558367797659072 0.20558367797659038 0.20558367797658952 0.20558367797658988 0.20558367797658994 0.20558367797658958 0.20558367797658977 0.20558367797659002 0.2055836779765902 0.20558367797659022 0.20558367797658977 0.20558367797659013 0.20558367797659052 0.20558367797659038 0.20558367797658944 0.20558367797659008 0.20558367797659016 0.2055836779765893 0.2055836779765898 0.20558367797658994 0.2055836779765896 0.20558367797658977 0.20558367797658966 0.20558367797658983 0.20558367797658986 0.2055836779765903 0.20558367797659016 0.2055836779765898 0.2055836779765898 0.2055836779765895 0.20558367797659322 0.2055836779765798 0.205583677976647 0.20558367797640292 0.20558367797761468 0.20558367797312405 0.20558367799565067 0.2055836779124326 0.20558367829789673 0.20558456019050456 0.2055996595175255 0.2056213344598367 0.20563177509277197 0.20563555742040765 0.20563704653991244 0.20563763346455693 0.2056378862324681 0.20563798858922314 0.2056380331378417 0.2056380512298315 0.20563805910903313 0.20563806230711829 0.20563806369989204 0.2056380642654904 0.2056380645115168 0.20563806461200793 0.20563806465221401 0.2056380646794066 0.20563806462614234 0.20563806480212202 0.2056380636721933 0.20563806681712188 0.2056380457457038 0.2056381030496759 0.2056377030406609 0.20563872351352147 0.20563217882263665 0.20514933880154568 0.18506160236096014 0.13992192316389676 0.11163619258042938 0.07153494282806107 
2,A',0.0 0.6169685807671683 0.6169685807671675 0.6169685807671673 0.6169685807671678 0.6169685807671668 0.6169685807671679 0.6169685807671662 0.6169685807671668 0.6169685807671669 0.6169685807671672 0.6169685807671661 0.6169685807671671 0.6169685807671679 0.6169685807671663 0.6169685807671667 0.6169685807671664 0.6169685807671662 0.6169685807671644 0.6169685807671659 0.616968580767165 0.616968580767166 0.6169685807671653 0.616968580767167 0.6169685807671651 0.6169685807671645 0.6169685807671663 0.6169685807671673 0.6169685807671659 0.616968580767164 0.6169685807671672 0.6169685807671653 0.6169685807671657 0.6169685807671662 0.6169685807671653 0.6169685807671639 0.6169685807671645 0.6169685807671664 0.6169685807671643 0.6169685807671655 0.6169685807671648 0.6169685807671657 0.6169685807671658 0.6169685807671643 0.6169685807671661 0.6169685807671644 0.6169685807671651 0.6169685807671658 0.6169685807671652 0.616968580767165 0.6169685807671652 0.6169685807671652 0.616968580767165 0.6169685807671652 0.6169685807671648 0.616968580767168 0.6169685807671669 0.6169685807671655 0.6169685807671647 0.6169685807671672 0.6169685807671639 0.6169685807671683 0.6169685807671678 0.6169685807671642 0.6169685807671639 0.6169685807671675 0.6169685807671659 0.6169685807671649 0.6169685807671638 0.6169685807671654 0.6169685807671661 0.6169685807671659 0.6169685807671668 0.6169685807671662 0.616968580767167 0.6169685807671663 0.616968580767166 0.616968580767166 0.6169685807671651 0.6169685807671789 0.6169685807671093 0.6169685807673536 0.6169685807661425 0.6169685807706334 0.6169685807481071 0.6169685808313229 0.6169685804458612 0.6169676985532537 0.6169525992262316 0.6169309242839185 0.6169204836509861 0.616916701323348 0.616915212203843 0.6169146252792006 0.6169143725112864 0.6169142701545339 0.6169142256059134 0.616914207513923 0.6169141996347192 0.6169141964366418 0.6169141950438287 0.6169141944783464 0.6169141942316066 0.6169141941332238 0.6169141940798412 0.6169141940907735 0.6169141939002463 0.6169141944157103 0.6169141910204955 0.6169142004530782 0.6169141372378695 0.6169143091493959 0.6169131091221705 0.6169161705406356 0.6168965364679375 0.6154480164046526 0.5551848070828858 0.4197657694916898 0.33490857774128835 0.21460482848418333 
2,A',0.0 0.0008147675434153741 0.0008147675434153764 0.0008147675434153749 0.0008147675434153746 0.0008147675434153754 0.0008147675434153753 0.0008147675434153725 0.0008147675434153726 0.000814767543415373 0.0008147675434153749 0.0008147675434153757 0.0008147675434153741 0.0008147675434153736 0.0008147675434153724 0.0008147675434153757 0.0008147675434153762 0.0008147675434153753 0.000814767543415376 0.0008147675434153748 0.0008147675434153751 0.0008147675434153755 0.000814767543415377 0.0008147675434153738 0.0008147675434153719 0.0008147675434153757 0.0008147675434153741 0.0008147675434153728 0.000814767543415374 0.0008147675434153733 0.0008147675434153738 0.0008147675434153752 0.0008147675434153743 0.0008147675434153724 0.0008147675434153757 0.0008147675434153739 0.0008147675434153757 0.0008147675434153764 0.0008147675434153743 0.0008147675434153743 0.0008147675434153729 0.0008147675434153752 0.0008147675434153742 0.0008147675434153744 0.0008147675434153745 0.0008147675434153721 0.0008147675434153745 0.0008147675434153728 0.0008147675434153767 0.0008147675434153731 0.0008147675434153706 0.0008147675434153752 0.0008147675434153767 0.0008147675434153744 0.0008147675434153729 0.0008147675434153745 0.0008147675434153738 0.0008147675434153756 0.0008147675434153737 0.0008147675434153751 0.0008147675434153701 0.0008147675434153725 0.0008147675434153762 0.000814767543415373 0.0008147675434153729 0.0008147675434153724 0.0008147675434153753 0.0008147675434153733 0.000814767543415374 0.0008147675434153736 0.0008147675434153717 0.0008147675434153729 0.0008147675434153781 0.0008147675434153762 0.0008147675434153753 0.0008147675434153745 0.0008147675434153754 0.0008147675434153738 0.0008147675434153753 0.0008147675434153736 0.0008147675434153749 0.0008147675434153765 0.0008147675434153723 0.0008147675434153766 0.0008147675434153788 0.0008147675434153753 0.0008147675434153726 0.0008147675434153735 0.0008147675434153746 0.0008147675434153766 0.000814767543415375 0.000814767543415377 0.0008147675434153755 0.0008147675434153759 0.0008147675434153757 0.0008147675434153768 0.0008147675434153769 0.00081476754341537 0.0008147675434153892 0.0008147675434153403 0.0008147675434155956 0.0008147675434147641 0.0008147675434194112 0.0008147675434044567 0.00081476754348933 0.0008147675432201322 0.0008147675447740663 0.0008147675399149426 0.0008147675684468977 0.0008147674805047241 0.0008147680058465769 0.0008147664107784214 0.0008147761853120008 0.0008147475295581322 0.0008149122274532219 0.0008248741881947021 0.0012466607477397773 0.007230679893128856 0.02102517867263854 0.053674447417641456 
2,A'',0.0 0.0008147675434150619 0.0008147675434150643 0.0008147675434150622 0.0008147675434150615 0.0008147675434150627 0.0008147675434150637 0.0008147675434150596 0.0008147675434150598 0.0008147675434150608 0.0008147675434150616 0.0008147675434150623 0.0008147675434150612 0.0008147675434150612 0.0008147675434150615 0.0008147675434150628 0.0008147675434150637 0.0008147675434150624 0.0008147675434150633 0.0008147675434150614 0.0008147675434150615 0.0008147675434150623 0.0008147675434150639 0.0008147675434150614 0.0008147675434150584 0.000814767543415062 0.0008147675434150598 0.000814767543415059 0.0008147675434150608 0.0008147675434150589 0.0008147675434150609 0.0008147675434150629 0.0008147675434150601 0.0008147675434150586 0.0008147675434150623 0.0008147675434150598 0.0008147675434150617 0.0008147675434150626 0.0008147675434150601 0.0008147675434150607 0.0008147675434150608 0.0008147675434150617 0.0008147675434150619 0.0008147675434150607 0.0008147675434150611 0.0008147675434150598 0.0008147675434150614 0.0008147675434150592 0.0008147675434150633 0.0008147675434150597 0.0008147675434150571 0.0008147675434150617 0.0008147675434150636 0.0008147675434150609 0.0008147675434150596 0.0008147675434150609 0.0008147675434150608 0.0008147675434150623 0.0008147675434150605 0.0008147675434150619 0.0008147675434150568 0.00081476754341506 0.0008147675434150628 0.0008147675434150588 0.00081476754341506 0.000814767543415059 0.0008147675434150623 0.0008147675434150597 0.0008147675434150603 0.0008147675434150602 0.0008147675434150588 0.0008147675434150594 0.0008147675434150635 0.0008147675434150626 0.0008147675434150613 0.0008147675434150615 0.0008147675434150625 0.0008147675434150604 0.0008147675434150612 0.000814767543415061 0.0008147675434150615 0.0008147675434150628 0.0008147675434150589 0.0008147675434150635 0.000814767543415067 0.0008147675434150623 0.0008147675434150594 0.0008147675434150608 0.0008147675434150632 0.0008147675434150632 0.000814767543415062 0.0008147675434150635 0.0008147675434150615 0.000814767543415063 0.0008147675434150626 0.0008147675434150626 0.0008147675434150639 0.000814767543415057 0.0008147675434150775 0.0008147675434150278 0.000814767543415282 0.0008147675434144506 0.0008147675434190983 0.0008147675434041431 0.0008147675434890159 0.0008147675432198194 0.000814767544773751 0.0008147675399146278 0.0008147675684465824 0.0008147674805044107 0.0008147680058462617 0.0008147664107781076 0.0008147761853116864 0.000814747529557816 0.0008149122274529085 0.0008248741881943906 0.0012466607477396347 0.007230679893128954 0.02102517867263868 0.05367444741764173 
3,A'',0.25 0.008927553584280214 0.008927553584280242 0.008927553584280217 0.00892755358428025 0.008927553584280204 0.008927553584280231 0.008927553584280228 0.008927553584280233 0.008927553584280242 0.008927553584280242 0.008927553584280245 0.008927553584280238 0.008927553584280235 0.008927553584280244 0.008927553584280271 0.008927553584280242 0.008927553584280233 0.008927553584280217 0.008927553584280247 0.008927553584280235 0.008927553584280244 0.008927553584280233 0.008927553584280247 0.008927553584280256 0.008927553584280249 0.008927553584280245 0.008927553584280254 0.008927553584280242 0.008927553584280228 0.008927553584280238 0.008927553584280263 0.00892755358428024 0.008927553584280252 0.008927553584280254 0.008927553584280252 0.008927553584280224 0.008927553584280264 0.008927553584280256 0.008927553584280228 0.008927553584280228 0.008927553584280271 0.008927553584280233 0.008927553584280238 0.008927553584280217 0.008927553584280259 0.008927553584280228 0.008927553584280238 0.008927553584280205 0.008927553584280235 0.008927553584280221 0.008927553584280256 0.008927553584280209 0.008927553584280231 0.00892755358428023 0.008927553584280244 0.008927553584280226 0.008927553584280237 0.00892755358428026 0.008927553584280235 0.008927553584280247 0.008927553584280242 0.008927553584280237 0.00892755358428023 0.008927553584280233 0.00892755358428021 0.008927553584280244 0.008927553584280217 0.008927553584280224 0.008927553584280223 0.008927553584280237 0.008927553584280244 0.00892755358428024 0.008927553584280245 0.00892755358428026 0.008927553584280205 0.008927553584280245 0.008927553584280226 0.008927553584280217 0.008927553584280217 0.008927553584280235 0.00892755358428025 0.008927553584280212 0.008927553584280216 0.008927553584280235 0.008927553584280233 0.008927553584280224 0.008927553584280226 0.008927553584280235 0.00892755358428024 0.00892755358428021 0.008927553584280221 0.00892755358428024 0.008927553584280221 0.008927553584280198 0.008927553584280223 0.008927553584280221 0.008927553584280209 0.008927553584280254 0.00892755358428015 0.008927553584280516 0.00892755358427859 0.008927553584284802 0.008927553584251423 0.008927553584354814 0.008927553583765905 0.00892755358547852 0.008927553575081343 0.008927553603049606 0.008927553419397563 0.008927553865471399 0.008927550611664909 0.008927556653192406 0.008927495608828937 0.00892762595271366 0.008906334146794828 0.008173498845960919 0.023917270241915787 0.05176876963396113 0.11368753426897514 
3,A',0.25 0.00892755358428037 0.00892755358428039 0.008927553584280375 0.008927553584280401 0.00892755358428036 0.008927553584280391 0.008927553584280386 0.00892755358428039 0.008927553584280394 0.008927553584280391 0.008927553584280396 0.0089275535842804 0.0089275535842804 0.008927553584280394 0.00892755358428043 0.008927553584280393 0.008927553584280379 0.00892755358428037 0.008927553584280408 0.008927553584280386 0.008927553584280391 0.00892755358428038 0.008927553584280403 0.008927553584280408 0.008927553584280405 0.008927553584280398 0.008927553584280401 0.008927553584280387 0.008927553584280377 0.008927553584280396 0.008927553584280408 0.008927553584280393 0.008927553584280398 0.008927553584280403 0.008927553584280407 0.008927553584280374 0.008927553584280417 0.008927553584280412 0.008927553584280391 0.008927553584280379 0.008927553584280429 0.008927553584280386 0.008927553584280394 0.008927553584280374 0.008927553584280403 0.00892755358428038 0.008927553584280382 0.008927553584280355 0.00892755358428038 0.008927553584280374 0.00892755358428041 0.008927553584280365 0.008927553584280391 0.00892755358428038 0.008927553584280386 0.00892755358428038 0.008927553584280387 0.008927553584280412 0.008927553584280382 0.008927553584280396 0.008927553584280396 0.008927553584280393 0.008927553584280391 0.008927553584280391 0.008927553584280365 0.008927553584280401 0.008927553584280377 0.008927553584280367 0.008927553584280375 0.008927553584280391 0.008927553584280387 0.008927553584280396 0.008927553584280393 0.008927553584280408 0.008927553584280351 0.008927553584280394 0.008927553584280377 0.008927553584280374 0.008927553584280372 0.008927553584280384 0.008927553584280401 0.008927553584280372 0.008927553584280361 0.008927553584280375 0.008927553584280379 0.00892755358428037 0.008927553584280377 0.008927553584280382 0.008927553584280379 0.008927553584280365 0.008927553584280368 0.008927553584280393 0.008927553584280372 0.008927553584280344 0.008927553584280377 0.008927553584280367 0.008927553584280358 0.008927553584280407 0.0089275535842803 0.008927553584280656 0.008927553584278734 0.008927553584284941 0.008927553584251556 0.008927553584354956 0.008927553583766045 0.008927553585478653 0.008927553575081494 0.008927553603049736 0.00892755341939772 0.00892755386547153 0.008927550611665062 0.008927556653192555 0.008927495608829075 0.008927625952713809 0.008906334146794993 0.008173498845961056 0.023917270241915943 0.05176876963396123 0.11368753426897518 
4,A',0.0 0.00010203993185932556 0.00010203993185932561 0.0001020399318593253 0.00010203993185932542 0.00010203993185932533 0.00010203993185932537 0.00010203993185932553 0.00010203993185932525 0.0001020399318593257 0.00010203993185932536 0.00010203993185932564 0.00010203993185932556 0.00010203993185932534 0.0001020399318593254 0.00010203993185932532 0.00010203993185932547 0.00010203993185932553 0.00010203993185932544 0.00010203993185932522 0.00010203993185932549 0.00010203993185932545 0.00010203993185932517 0.00010203993185932533 0.00010203993185932566 0.00010203993185932576 0.00010203993185932555 0.0001020399318593252 0.00010203993185932536 0.00010203993185932528 0.00010203993185932544 0.00010203993185932532 0.00010203993185932574 0.00010203993185932553 0.00010203993185932514 0.00010203993185932553 0.00010203993185932541 0.00010203993185932549 0.00010203993185932555 0.00010203993185932541 0.00010203993185932528 0.0001020399318593254 0.00010203993185932549 0.00010203993185932544 0.00010203993185932559 0.00010203993185932532 0.00010203993185932541 0.00010203993185932534 0.0001020399318593255 0.00010203993185932536 0.00010203993185932514 0.00010203993185932517 0.00010203993185932547 0.0001020399318593253 0.00010203993185932525 0.0001020399318593252 0.00010203993185932563 0.00010203993185932552 0.00010203993185932591 0.00010203993185932557 0.00010203993185932533 0.00010203993185932555 0.00010203993185932533 0.0001020399318593253 0.00010203993185932529 0.00010203993185932545 0.00010203993185932559 0.00010203993185932529 0.0001020399318593256 0.00010203993185932538 0.0001020399318593256 0.00010203993185932556 0.00010203993185932571 0.00010203993185932597 0.00010203993185932561 0.00010203993185932568 0.00010203993185932541 0.00010203993185932545 0.00010203993185932585 0.00010203993185932576 0.0001020399318593255 0.00010203993185932583 0.00010203993185932553 0.0001020399318593256 0.00010203993185932582 0.00010203993185932606 0.00010203993185932587 0.00010203993185932605 0.00010203993185932576 0.00010203993185932513 0.00010203993185932553 0.00010203993185932556 0.00010203993185932549 0.0001020399318593259 0.00010203993185932578 0.00010203993185932549 0.00010203993185932591 0.00010203993185932534 0.00010203993185932597 0.00010203993185932319 0.00010203993185933499 0.00010203993185928291 0.00010203993185948526 0.00010203993185857058 0.00010203993186207437 0.00010203993184584786 0.0001020399319064517 0.00010203993161812508 0.0001020399326627176 0.00010203992753301595 0.000102039945413347 0.00010203985387352223 0.00010204014165760097 0.0001020384434148368 0.00010204350754816879 0.00010179031383738064 9.396640396621753e-5 0.0003471339522749261 0.0031683867155738303 0.04516972736106267 
